"","Posicion","Grado","indice_academico","Semestre","Promedio","Sede","Programa"
"3596",13,2012,88.808,"1 - 2016",18.968,"Caracas","Administración"
"3597",13,2015,88.798,"1 - 2016",16.929,"Caracas","Administración"
"3598",13,2015,88.773,"1 - 2016",17.595,"Caracas","Administración"
"3599",13,2014,88.76,"1 - 2016",18.366,"Caracas","Administración"
"3600",13,2015,88.76,"1 - 2016",15.767,"Caracas","Administración"
"3601",14,2015,88.741,"1 - 2016",15.791,"Caracas","Administración"
"3602",14,2015,88.735,"1 - 2016",17.195,"Caracas","Administración"
"3603",14,2006,88.726,"1 - 2016",18.931,"Caracas","Administración"
"3604",14,2015,88.698,"1 - 2016",16.317,"Caracas","Administración"
"3605",14,2015,88.697,"1 - 2016",16.905,"Caracas","Administración"
"3606",14,2015,88.605,"1 - 2016",14.439,"Caracas","Administración"
"3607",14,2015,88.604,"1 - 2016",18.22,"Caracas","Administración"
"3608",14,2015,88.598,"1 - 2016",16.195,"Caracas","Administración"
"3609",14,2015,88.577,"1 - 2016",15.878,"Caracas","Administración"
"3610",14,2015,88.559,"1 - 2016",16.905,"Caracas","Administración"
"3611",15,2015,88.557,"1 - 2016",15.61,"Caracas","Administración"
"3612",1,2015,95.915,"1 - 2016",19.244,"Caracas","Comunicación Social"
"3613",2,2015,94.795,"1 - 2016",18.951,"Caracas","Comunicación Social"
"3614",3,2009,93.991,"1 - 2016",17.643,"Caracas","Comunicación Social"
"3615",4,2015,93.956,"1 - 2016",17.714,"Caracas","Comunicación Social"
"3616",5,2010,93.937,"1 - 2016",17.854,"Caracas","Comunicación Social"
"3617",6,2015,93.845,"1 - 2016",19.122,"Caracas","Comunicación Social"
"3618",7,2015,93.232,"1 - 2016",17.341,"Caracas","Comunicación Social"
"3619",8,2015,93.105,"1 - 2016",16.927,"Caracas","Comunicación Social"
"3620",9,2015,92.988,"1 - 2016",18.756,"Caracas","Comunicación Social"
"3621",10,2011,92.818,"1 - 2016",18.5,"Caracas","Comunicación Social"
"3622",11,2015,92.672,"1 - 2016",16.195,"Caracas","Comunicación Social"
"3623",12,2015,92.641,"1 - 2016",17.415,"Caracas","Comunicación Social"
"3624",13,2015,92.63,"1 - 2016",16.707,"Caracas","Comunicación Social"
"3625",14,2006,92.582,"1 - 2016",17.379,"Caracas","Comunicación Social"
"3626",15,2015,92.303,"1 - 2016",16.463,"Caracas","Comunicación Social"
"3627",16,2015,92.247,"1 - 2016",16.537,"Caracas","Comunicación Social"
"3628",17,2015,92.12,"1 - 2016",16.439,"Caracas","Comunicación Social"
"3629",18,2012,92.047,"1 - 2016",17.778,"Caracas","Comunicación Social"
"3630",19,2015,91.971,"1 - 2016",16.976,"Caracas","Comunicación Social"
"3631",20,2011,91.918,"1 - 2016",17.756,"Caracas","Comunicación Social"
"3632",21,2014,91.828,"1 - 2016",19.098,"Caracas","Comunicación Social"
"3633",22,2015,91.791,"1 - 2016",16.805,"Caracas","Comunicación Social"
"3634",23,2015,91.759,"1 - 2016",16.78,"Caracas","Comunicación Social"
"3635",24,2015,91.715,"1 - 2016",16.78,"Caracas","Comunicación Social"
"3636",25,2015,91.705,"1 - 2016",18.707,"Caracas","Comunicación Social"
"3637",26,2015,91.644,"1 - 2016",16.146,"Caracas","Comunicación Social"
"3638",27,2015,91.609,"1 - 2016",16.78,"Caracas","Comunicación Social"
"3639",28,2015,91.573,"1 - 2016",17.341,"Caracas","Comunicación Social"
"3640",29,2008,91.553,"1 - 2016",17.4,"Caracas","Comunicación Social"
"3641",30,2015,91.494,"1 - 2016",17.098,"Caracas","Comunicación Social"
"3642",31,2012,91.453,"1 - 2016",18.419,"Caracas","Comunicación Social"
"3643",32,2010,91.348,"1 - 2016",16.512,"Caracas","Comunicación Social"
"3644",33,2011,91.345,"1 - 2016",18.171,"Caracas","Comunicación Social"
"3645",34,2015,91.326,"1 - 2016",18.049,"Caracas","Comunicación Social"
"3646",35,2015,91.265,"1 - 2016",16.756,"Caracas","Comunicación Social"
"3647",36,2015,91.252,"1 - 2016",17.756,"Caracas","Comunicación Social"
"3648",37,2007,91.241,"1 - 2016",19.793,"Caracas","Comunicación Social"
"3649",38,2015,91.182,"1 - 2016",16.073,"Caracas","Comunicación Social"
"3650",39,2015,91.137,"1 - 2016",17.585,"Caracas","Comunicación Social"
"3651",40,2015,91.072,"1 - 2016",15.45,"Caracas","Comunicación Social"
"3652",41,2010,90.981,"1 - 2016",16.488,"Caracas","Comunicación Social"
"3653",42,2015,90.892,"1 - 2016",16.293,"Caracas","Comunicación Social"
"3654",43,2015,90.888,"1 - 2016",15.905,"Caracas","Comunicación Social"
"3655",44,2015,90.867,"1 - 2016",18.512,"Caracas","Comunicación Social"
"3656",45,2015,90.859,"1 - 2016",16.415,"Caracas","Comunicación Social"
"3657",46,2015,90.823,"1 - 2016",16.707,"Caracas","Comunicación Social"
"3658",47,2015,90.782,"1 - 2016",15.732,"Caracas","Comunicación Social"
"3659",48,2015,90.735,"1 - 2016",16.39,"Caracas","Comunicación Social"
"3660",49,2014,90.722,"1 - 2016",18.833,"Caracas","Comunicación Social"
"3661",50,2015,90.701,"1 - 2016",15.548,"Caracas","Comunicación Social"
"3662",51,2015,90.663,"1 - 2016",18.238,"Caracas","Comunicación Social"
"3663",52,2015,90.659,"1 - 2016",15.756,"Caracas","Comunicación Social"
"3664",53,2015,90.59,"1 - 2016",17.425,"Caracas","Comunicación Social"
"3665",54,2013,90.497,"1 - 2016",17.22,"Caracas","Comunicación Social"
"3666",55,2014,90.496,"1 - 2016",16.634,"Caracas","Comunicación Social"
"3667",56,2015,90.432,"1 - 2016",16.561,"Caracas","Comunicación Social"
"3668",57,2015,90.431,"1 - 2016",16.463,"Caracas","Comunicación Social"
"3669",58,2014,90.415,"1 - 2016",16.1,"Caracas","Comunicación Social"
"3670",59,2014,90.395,"1 - 2016",17.22,"Caracas","Comunicación Social"
"3671",60,2012,90.361,"1 - 2016",15.024,"Caracas","Comunicación Social"
"3672",61,2012,90.337,"1 - 2016",16.78,"Caracas","Comunicación Social"
"3673",62,2015,90.295,"1 - 2016",17.22,"Caracas","Comunicación Social"
"3674",63,2015,90.258,"1 - 2016",18,"Caracas","Comunicación Social"
"3675",64,2015,90.252,"1 - 2016",15.78,"Caracas","Comunicación Social"
"3676",65,2011,90.196,"1 - 2016",16.195,"Caracas","Comunicación Social"
"3677",66,2011,90.193,"1 - 2016",17.878,"Caracas","Comunicación Social"
"3678",67,2015,90.167,"1 - 2016",17.122,"Caracas","Comunicación Social"
"3679",68,2015,90.166,"1 - 2016",15.5,"Caracas","Comunicación Social"
"3680",69,2009,90.138,"1 - 2016",16.163,"Caracas","Comunicación Social"
"3681",70,2015,90.105,"1 - 2016",16.268,"Caracas","Comunicación Social"
"3682",71,2015,90.099,"1 - 2016",15.488,"Caracas","Comunicación Social"
"3683",72,2015,90.055,"1 - 2016",16.732,"Caracas","Comunicación Social"
"3684",73,2015,90.015,"1 - 2016",17.439,"Caracas","Comunicación Social"
"3685",74,2015,90.001,"1 - 2016",17.976,"Caracas","Comunicación Social"
"3686",75,2015,89.931,"1 - 2016",17.759,"Caracas","Comunicación Social"
"3687",76,2013,89.926,"1 - 2016",17.744,"Caracas","Comunicación Social"
"3688",77,2015,89.92,"1 - 2016",16.22,"Caracas","Comunicación Social"
"3689",78,2015,89.918,"1 - 2016",17.463,"Caracas","Comunicación Social"
"3690",79,2015,89.894,"1 - 2016",16.341,"Caracas","Comunicación Social"
"3691",80,2015,89.81,"1 - 2016",15.585,"Caracas","Comunicación Social"
"3692",81,2015,89.805,"1 - 2016",15.242,"Caracas","Comunicación Social"
"3693",82,2015,89.766,"1 - 2016",15.073,"Caracas","Comunicación Social"
"3694",83,2015,89.758,"1 - 2016",17.634,"Caracas","Comunicación Social"
"3695",84,2014,89.74,"1 - 2016",16.786,"Caracas","Comunicación Social"
"3696",85,2015,89.73,"1 - 2016",18.829,"Caracas","Comunicación Social"
"3697",86,2015,89.725,"1 - 2016",16.122,"Caracas","Comunicación Social"
"3698",87,2015,89.696,"1 - 2016",17.383,"Caracas","Comunicación Social"
"3699",88,2015,89.677,"1 - 2016",18.5,"Caracas","Comunicación Social"
"3700",89,2015,89.663,"1 - 2016",16.6,"Caracas","Comunicación Social"
"3701",90,2015,89.66,"1 - 2016",18.732,"Caracas","Comunicación Social"
"3702",1,2015,96.078,"2 - 2015",17.976,"Caracas","Trabajo Social"
"3703",2,2015,95.34,"2 - 2015",18.122,"Caracas","Trabajo Social"
"3704",3,2015,95.289,"2 - 2015",18.049,"Caracas","Trabajo Social"
"3705",4,2010,95,"2 - 2015",20,"Caracas","Trabajo Social"
"3706",5,2013,94.988,"2 - 2015",19.724,"Caracas","Trabajo Social"
"3707",6,2015,93.579,"2 - 2015",17.341,"Caracas","Trabajo Social"
"3708",7,2013,93.516,"2 - 2015",17.267,"Caracas","Trabajo Social"
"3709",8,2015,93.433,"2 - 2015",17.244,"Caracas","Trabajo Social"
"3710",9,2011,93.37,"2 - 2015",15.805,"Caracas","Trabajo Social"
"3711",10,2015,93.09,"2 - 2015",16.463,"Caracas","Trabajo Social"
"3712",11,2005,92.71,"2 - 2015",18.897,"Caracas","Trabajo Social"
"3713",12,2014,92.658,"2 - 2015",16.931,"Caracas","Trabajo Social"
"3714",13,2014,92.525,"2 - 2015",18.425,"Caracas","Trabajo Social"
"3715",14,2012,92.04,"2 - 2015",17.122,"Caracas","Trabajo Social"
"3716",15,2006,92,"2 - 2015",20,"Caracas","Trabajo Social"
"3717",16,2015,91.937,"2 - 2015",17.585,"Caracas","Trabajo Social"
"3718",17,2015,91.823,"2 - 2015",15.902,"Caracas","Trabajo Social"
"3719",18,2015,91.821,"2 - 2015",17.667,"Caracas","Trabajo Social"
"3720",19,2015,91.806,"2 - 2015",17.439,"Caracas","Trabajo Social"
"3721",20,2012,91.684,"2 - 2015",16.951,"Caracas","Trabajo Social"
"3722",21,2015,91.617,"2 - 2015",16.22,"Caracas","Trabajo Social"
"3723",22,2015,90.973,"2 - 2015",16.537,"Caracas","Trabajo Social"
"3724",23,2013,90.867,"2 - 2015",19.143,"Caracas","Trabajo Social"
"3725",24,2015,90.843,"2 - 2015",15.415,"Caracas","Trabajo Social"
"3726",25,2015,90.834,"2 - 2015",16.902,"Caracas","Trabajo Social"
"3727",26,2014,90.805,"2 - 2015",17.512,"Caracas","Trabajo Social"
"3728",27,2015,90.796,"2 - 2015",15,"Caracas","Trabajo Social"
"3729",28,2015,90.65,"2 - 2015",16.22,"Caracas","Trabajo Social"
"3730",29,2010,90.583,"2 - 2015",18.516,"Caracas","Trabajo Social"
"3731",30,2015,90.559,"2 - 2015",15.293,"Caracas","Trabajo Social"
"3732",31,2013,90.526,"2 - 2015",16.561,"Caracas","Trabajo Social"
"3733",32,2015,90.517,"2 - 2015",18.5,"Caracas","Trabajo Social"
"3734",33,2015,90.517,"2 - 2015",16.683,"Caracas","Trabajo Social"
"3735",34,2008,90.417,"2 - 2015",15.614,"Caracas","Trabajo Social"
"3736",35,2014,90.388,"2 - 2015",16.171,"Caracas","Trabajo Social"
"3737",36,2014,90.291,"2 - 2015",18.098,"Caracas","Trabajo Social"
"3738",37,2014,90.252,"2 - 2015",15.535,"Caracas","Trabajo Social"
"3739",38,2015,90.199,"2 - 2015",17.073,"Caracas","Trabajo Social"
"3740",39,2004,90.124,"2 - 2015",16.036,"Caracas","Trabajo Social"
"3741",40,2015,90.119,"2 - 2015",16.537,"Caracas","Trabajo Social"
"3742",41,2014,90.068,"2 - 2015",16.929,"Caracas","Trabajo Social"
"3743",42,2006,90.064,"2 - 2015",18,"Caracas","Trabajo Social"
"3744",43,2015,89.993,"2 - 2015",15.537,"Caracas","Trabajo Social"
"3745",44,2009,89.971,"2 - 2015",19.571,"Caracas","Trabajo Social"
"3746",45,2009,89.953,"2 - 2015",17.14,"Caracas","Trabajo Social"
"3747",46,2015,89.915,"2 - 2015",15.122,"Caracas","Trabajo Social"
"3748",47,2015,89.898,"2 - 2015",17.61,"Caracas","Trabajo Social"
"3749",48,2015,89.816,"2 - 2015",15.5,"Caracas","Trabajo Social"
"3750",49,2008,89.811,"2 - 2015",19.069,"Caracas","Trabajo Social"
"3751",50,2015,89.79,"2 - 2015",17.047,"Caracas","Trabajo Social"
"3752",51,2005,89.761,"2 - 2015",14.37,"Caracas","Trabajo Social"
"3753",52,2015,89.722,"2 - 2015",18.732,"Caracas","Trabajo Social"
"3754",53,2015,89.715,"2 - 2015",15.805,"Caracas","Trabajo Social"
"3755",54,2015,89.714,"2 - 2015",16.119,"Caracas","Trabajo Social"
"3756",55,2015,89.709,"2 - 2015",17.379,"Caracas","Trabajo Social"
"3757",56,2015,89.707,"2 - 2015",16.146,"Caracas","Trabajo Social"
"3758",57,2015,89.693,"2 - 2015",17.537,"Caracas","Trabajo Social"
"3759",58,2015,89.67,"2 - 2015",15.476,"Caracas","Trabajo Social"
"3760",59,2015,89.603,"2 - 2015",15.488,"Caracas","Trabajo Social"
"3761",60,2015,89.557,"2 - 2015",17.268,"Caracas","Trabajo Social"
"3762",61,2015,89.512,"2 - 2015",17.5,"Caracas","Trabajo Social"
"3763",62,2015,89.449,"2 - 2015",15.707,"Caracas","Trabajo Social"
"3764",63,2015,89.417,"2 - 2015",18.35,"Caracas","Trabajo Social"
"3765",64,2014,89.386,"2 - 2015",17.122,"Caracas","Trabajo Social"
"3766",65,2015,89.374,"2 - 2015",15,"Caracas","Trabajo Social"
"3767",66,2008,89.358,"2 - 2015",17.103,"Caracas","Trabajo Social"
"3768",67,2015,89.281,"2 - 2015",14.463,"Caracas","Trabajo Social"
"3769",68,2015,89.277,"2 - 2015",17.171,"Caracas","Trabajo Social"
"3770",69,2012,89.259,"2 - 2015",18.098,"Caracas","Trabajo Social"
"3771",70,2015,89.209,"2 - 2015",17.098,"Caracas","Trabajo Social"
"3772",71,2004,89.208,"2 - 2015",16.146,"Caracas","Trabajo Social"
"3773",72,2014,89.164,"2 - 2015",16.024,"Caracas","Trabajo Social"
"3774",73,2011,89.158,"2 - 2015",15.829,"Caracas","Trabajo Social"
"3775",74,2015,89.136,"2 - 2015",14.854,"Caracas","Trabajo Social"
"3776",75,2008,89.091,"2 - 2015",15.476,"Caracas","Trabajo Social"
"3777",76,2015,89.085,"2 - 2015",16.537,"Caracas","Trabajo Social"
"3778",77,2014,89.082,"2 - 2015",17.024,"Caracas","Trabajo Social"
"3779",78,2015,89.046,"2 - 2015",17.024,"Caracas","Trabajo Social"
"3780",79,2014,89.027,"2 - 2015",17.732,"Caracas","Trabajo Social"
"3781",80,2015,88.971,"2 - 2015",17.073,"Caracas","Trabajo Social"
"3782",81,2013,88.95,"2 - 2015",16.073,"Caracas","Trabajo Social"
"3783",82,2006,88.873,"2 - 2015",16.171,"Caracas","Trabajo Social"
"3784",83,2015,88.844,"2 - 2015",15.39,"Caracas","Trabajo Social"
"3785",84,2009,88.821,"2 - 2015",14.905,"Caracas","Trabajo Social"
"3786",85,2015,88.799,"2 - 2015",15.071,"Caracas","Trabajo Social"
"3787",86,2007,88.781,"2 - 2015",16.905,"Caracas","Trabajo Social"
"3788",87,2015,88.76,"2 - 2015",15.78,"Caracas","Trabajo Social"
"3789",88,2007,88.737,"2 - 2015",16.244,"Caracas","Trabajo Social"
"3790",89,2013,88.722,"2 - 2015",17.415,"Caracas","Trabajo Social"
"3791",90,2012,88.658,"2 - 2015",17.429,"Caracas","Trabajo Social"
"3792",91,2014,88.63,"2 - 2015",17.463,"Caracas","Trabajo Social"
"3793",92,2008,88.623,"2 - 2015",15.517,"Caracas","Trabajo Social"
"3794",9,2015,88.601,"2 - 2015",15.643,"Caracas","Trabajo Social"
"3795",9,2009,88.591,"2 - 2015",14.78,"Caracas","Trabajo Social"
"3796",9,2015,88.581,"2 - 2015",18.463,"Caracas","Trabajo Social"
"3797",9,2012,88.575,"2 - 2015",16.195,"Caracas","Trabajo Social"
"3798",9,2012,88.561,"2 - 2015",15.724,"Caracas","Trabajo Social"
"3799",9,2013,88.554,"2 - 2015",16.341,"Caracas","Trabajo Social"
"3800",9,2011,88.542,"2 - 2015",15.829,"Caracas","Trabajo Social"
"3801",10,2013,88.495,"2 - 2015",17.22,"Caracas","Trabajo Social"
"3802",10,2015,88.476,"2 - 2015",18.293,"Caracas","Trabajo Social"
"3803",10,2015,88.43,"2 - 2015",15.098,"Caracas","Trabajo Social"
"3804",10,2014,88.419,"2 - 2015",16.439,"Caracas","Trabajo Social"
"3805",10,2015,88.395,"2 - 2015",16.31,"Caracas","Trabajo Social"
"3806",10,2015,88.344,"2 - 2015",16.585,"Caracas","Trabajo Social"
"3807",10,2015,88.341,"2 - 2015",15.39,"Caracas","Trabajo Social"
"3808",10,2015,88.331,"2 - 2015",15.146,"Caracas","Trabajo Social"
"3809",10,2009,88.294,"2 - 2015",18.097,"Caracas","Trabajo Social"
"3810",10,2015,88.26,"2 - 2015",16.561,"Caracas","Trabajo Social"
"3811",11,2012,88.258,"2 - 2015",16.488,"Caracas","Trabajo Social"
"3812",11,2009,88.238,"2 - 2015",16.195,"Caracas","Trabajo Social"
"3813",11,2013,88.23,"2 - 2015",15.517,"Caracas","Trabajo Social"
"3814",11,2015,88.223,"2 - 2015",15.488,"Caracas","Trabajo Social"
"3815",11,2015,88.212,"2 - 2015",15.976,"Caracas","Trabajo Social"
"3816",11,2012,88.197,"2 - 2015",17.976,"Caracas","Trabajo Social"
"3817",11,2015,88.195,"2 - 2015",15.561,"Caracas","Trabajo Social"
"3818",11,2012,88.109,"2 - 2015",16,"Caracas","Trabajo Social"
"3819",11,2014,88.102,"2 - 2015",17.878,"Caracas","Trabajo Social"
"3820",11,2015,88.096,"2 - 2015",17.875,"Caracas","Trabajo Social"
"3821",12,2015,88.08,"2 - 2015",16.39,"Caracas","Trabajo Social"
"3822",12,2015,88.068,"2 - 2015",16.575,"Caracas","Trabajo Social"
"3823",12,2015,88.064,"2 - 2015",16,"Caracas","Trabajo Social"
"3824",12,2006,88,"2 - 2015",20,"Caracas","Trabajo Social"
"3825",12,2015,87.963,"2 - 2015",15.244,"Caracas","Trabajo Social"
"3826",12,2015,87.961,"2 - 2015",14.829,"Caracas","Trabajo Social"
"3827",12,2015,87.932,"2 - 2015",17.683,"Caracas","Trabajo Social"
"3828",12,2015,87.919,"2 - 2015",15.552,"Caracas","Trabajo Social"
"3829",12,2014,87.902,"2 - 2015",15.207,"Caracas","Trabajo Social"
"3830",12,2015,87.893,"2 - 2015",15.345,"Caracas","Trabajo Social"
"3831",13,2015,87.869,"2 - 2015",15.634,"Caracas","Trabajo Social"
"3832",13,2014,87.865,"2 - 2015",15.488,"Caracas","Trabajo Social"
"3833",1,2015,96.983,"1 - 2016",19.674,"Caracas","Psicología"
"3834",2,2015,95.99,"1 - 2016",19.707,"Caracas","Psicología"
"3835",3,2015,95.977,"1 - 2016",15.762,"Caracas","Psicología"
"3836",4,2015,95.889,"1 - 2016",17.634,"Caracas","Psicología"
"3837",5,2015,95.842,"1 - 2016",19,"Caracas","Psicología"
"3838",6,2015,95.79,"1 - 2016",17.439,"Caracas","Psicología"
"3839",7,2015,95.594,"1 - 2016",18.585,"Caracas","Psicología"
"3840",8,2015,95.538,"1 - 2016",18.39,"Caracas","Psicología"
"3841",9,2015,95.351,"1 - 2016",18.171,"Caracas","Psicología"
"3842",10,2015,95.269,"1 - 2016",18.098,"Caracas","Psicología"
"3843",11,2006,95.206,"1 - 2016",17.927,"Caracas","Psicología"
"3844",12,2015,95.19,"1 - 2016",17.146,"Caracas","Psicología"
"3845",13,2015,95.087,"1 - 2016",16.951,"Caracas","Psicología"
"3846",14,2015,95.054,"1 - 2016",17.905,"Caracas","Psicología"
"3847",15,2015,94.966,"1 - 2016",17.073,"Caracas","Psicología"
"3848",16,2015,94.838,"1 - 2016",16.857,"Caracas","Psicología"
"3849",17,2015,94.788,"1 - 2016",19,"Caracas","Psicología"
"3850",18,2015,94.768,"1 - 2016",18.756,"Caracas","Psicología"
"3851",19,2015,94.759,"1 - 2016",18.902,"Caracas","Psicología"
"3852",20,2015,94.744,"1 - 2016",18.732,"Caracas","Psicología"
"3853",21,2015,94.735,"1 - 2016",17.561,"Caracas","Psicología"
"3854",22,2015,94.682,"1 - 2016",16.829,"Caracas","Psicología"
"3855",23,2015,94.674,"1 - 2016",18.659,"Caracas","Psicología"
"3856",24,2015,94.531,"1 - 2016",18.467,"Caracas","Psicología"
"3857",25,2015,94.529,"1 - 2016",17.381,"Caracas","Psicología"
"3858",26,2015,94.415,"1 - 2016",16.098,"Caracas","Psicología"
"3859",27,2010,94.337,"1 - 2016",18.19,"Caracas","Psicología"
"3860",28,2014,94.26,"1 - 2016",18,"Caracas","Psicología"
"3861",29,2015,94.232,"1 - 2016",16.595,"Caracas","Psicología"
"3862",30,2009,94.163,"1 - 2016",17.902,"Caracas","Psicología"
"3863",31,2015,94.147,"1 - 2016",16.463,"Caracas","Psicología"
"3864",32,2015,94.142,"1 - 2016",16.976,"Caracas","Psicología"
"3865",33,2015,94.098,"1 - 2016",15.738,"Caracas","Psicología"
"3866",34,2015,94.06,"1 - 2016",17.78,"Caracas","Psicología"
"3867",35,2015,94.057,"1 - 2016",17.171,"Caracas","Psicología"
"3868",36,2015,94.013,"1 - 2016",17.927,"Caracas","Psicología"
"3869",37,2015,94.004,"1 - 2016",17.738,"Caracas","Psicología"
"3870",38,2015,93.943,"1 - 2016",17.707,"Caracas","Psicología"
"3871",39,2015,93.935,"1 - 2016",17.667,"Caracas","Psicología"
"3872",40,2015,93.933,"1 - 2016",17.744,"Caracas","Psicología"
"3873",41,2015,93.921,"1 - 2016",17.857,"Caracas","Psicología"
"3874",42,2015,93.893,"1 - 2016",19.317,"Caracas","Psicología"
"3875",43,2015,93.893,"1 - 2016",16.878,"Caracas","Psicología"
"3876",44,2006,93.78,"1 - 2016",18.867,"Caracas","Psicología"
"3877",45,2015,93.762,"1 - 2016",16.786,"Caracas","Psicología"
"3878",46,2015,93.695,"1 - 2016",18.683,"Caracas","Psicología"
"3879",47,2015,93.694,"1 - 2016",16.244,"Caracas","Psicología"
"3880",48,2007,93.631,"1 - 2016",17.525,"Caracas","Psicología"
"3881",49,2015,93.616,"1 - 2016",18.579,"Caracas","Psicología"
"3882",50,2015,93.55,"1 - 2016",16.61,"Caracas","Psicología"
"3883",51,2015,93.533,"1 - 2016",16.756,"Caracas","Psicología"
"3884",52,2015,93.475,"1 - 2016",17.276,"Caracas","Psicología"
"3885",53,2007,93.464,"1 - 2016",17.325,"Caracas","Psicología"
"3886",54,2015,93.457,"1 - 2016",17.146,"Caracas","Psicología"
"3887",55,2015,93.411,"1 - 2016",18.244,"Caracas","Psicología"
"3888",56,2015,93.343,"1 - 2016",18.024,"Caracas","Psicología"
"3889",57,2015,93.324,"1 - 2016",18.171,"Caracas","Psicología"
"3890",58,2015,93.283,"1 - 2016",17.244,"Caracas","Psicología"
"3891",59,2015,93.264,"1 - 2016",16.317,"Caracas","Psicología"
